Id,Price
12134,175523.94675507746
6918,201932.9463250877
11792,135302.35269083513
3798,137323.63828269302
10395,125024.6536536009
11099,122397.40167660832
7090,200555.79574723303
11260,196454.22246961252
9647,203770.30056838886
2903,357661.6038821819
2071,181942.86398715392
8604,199730.11725665774
9346,205419.13192879423
3945,214267.59256617547
3420,142531.7888595427
10842,128504.80040374638
725,158974.87919783418
13931,212228.12058561473
16330,218616.30952083514
9066,433945.70262052474
3326,315057.5774686463
1556,273228.57677512954
6579,102592.40004714165
13877,136529.29624557198
9857,328539.6341442955
7302,246977.59992020283
5684,181837.06213383254
6513,223026.01827547356
11342,116608.01540476183
16561,243215.17714829047
6885,177693.32039441785
9308,185964.51373726473
2559,160909.96763190345
6648,184880.26950151278
15260,169218.8639567349
5113,180118.0832995873
16492,200136.97713760496
12034,286574.7947225668
7248,189970.621460251
2171,211125.6154189461
10594,166800.7705472227
13241,190962.85792488055
7032,142932.99791881812
4884,151724.27768146424
903,240052.15438181523
162,157930.06872728418
6566,235210.97297744057
8249,118889.71060604484
13106,209551.5069332207
256,120218.29639496286
7976,166289.0495985532
8575,174235.017737978
7591,291116.27667600574
3204,262673.54727989505
15804,192769.2877565165
1525,292881.12299347046
9038,200621.292384636
13628,195531.37338050947
10016,208924.59880540785
10208,246769.81281397253
2008,200868.80605964127
13029,198248.13658030634
5099,129606.7028388563
9923,282587.0296211544
9461,144232.70512541253
11086,160539.49793263598
15057,216684.15558527797
10689,174247.19349126163
2053,245143.5834899913
16630,163087.3452490839
4985,166163.5292792742
13881,225425.11895213852
13225,192167.7880074681
5779,65456.87297634591
10262,188449.9284850071
10762,224766.07067088824
9513,196998.48476978083
11128,149091.24255899753
2074,306689.059555976
933,197257.18152592477
2780,193412.70681896736
6594,128158.81007162854
15394,355232.70869492873
14863,145864.79695660094
6698,216129.2645045577
1611,295925.2624721072
174,189487.08622088324
5160,210170.41272880373
3295,323851.90999826806
4559,363957.7173423224
8254,175604.39710262266
10228,103365.7377642596
13924,137739.24681500124
15341,244895.539604662
4353,194925.7581827734
4334,66825.63419257865
1872,159001.3645833257
7823,176960.62864009273
310,145883.05920065218
3704,238983.56593961376
11615,202885.12772258813
6605,210520.24268145845
3381,187382.9344662536
2143,144099.28840467532
3191,247707.6878549918
13980,177493.99582685326
15613,166419.9672548201
10943,260922.2615853349
9654,150870.80219759574
16053,366939.13747225126
14931,217384.2358794118
8299,205520.17410522385
2147,171750.85714592278
11567,420813.3468737187
5905,135706.98196536617
11160,111857.61349300113
8275,147118.71375481322
16398,276545.7759947654
11229,192274.501056598
10309,167535.9169071869
7340,274714.22976247733
7653,166673.63923314304
272,180233.33829218548
9831,236328.39917569817
5016,142297.39282760644
5968,72967.37326713401
796,242012.94256973336
12123,131018.42684458195
16629,185542.142202388
2637,173603.19272506068
6194,219412.1564991876
6216,435015.6341252765
14346,159277.7917344214
6428,133050.87184147575
2891,229777.37551356322
84,181724.39856799226
9260,182096.22182701368
15250,132752.36086219977
2348,214364.54697623663
10427,279184.09152638837
13230,256918.9739373653
1691,182276.86366791988
8803,129276.63683071578
5464,213922.21579059307
10559,116814.10355426538
16787,290759.68405080156
4278,164342.6401255412
6183,169506.238547962
12775,165260.5045986529
10104,169282.69016741856
13663,188791.0074314278
9404,252993.4760108373
14724,211799.35025511778
10040,172943.5896387389
4646,193877.90966905802
4754,152610.01418315715
3310,218593.17868591764
2003,189852.37128040433
7312,261118.0757909156
10921,227662.80591090792
13419,280475.6736738193
10105,156140.74636072974
2196,368919.69931055757
12659,219309.08044463102
4380,227023.04058964766
10847,148767.66103511112
10805,289935.03370825504
8709,100950.78486332014
8319,174281.30960860767
2215,186715.9626518282
7000,200931.49464847412
7701,109335.95330488587
9678,194353.59465764835
14026,212330.95218240656
7971,171950.3971413154
13734,142974.6805912877
16483,192480.65695650154
6150,221589.22642328215
2931,253195.2007332797
5418,190330.08295404376
1662,575174.8334753248
2441,214486.25808156573
669,140021.17632479974
7734,182230.85894157094
6010,239725.493259498
266,138809.306692718
632,144289.3119114211
16221,102463.68451971527
11832,179499.8211806089
5035,106199.6566979822
37,107291.10358882259
6168,188803.42222811273
11757,170586.9508890813
8086,116726.33493681872
6529,219815.03756341228
15121,187291.91320843765
13904,144938.87298437377
3711,175084.90347983566
16563,111043.58173595533
14494,173353.67465117987
3006,222528.67558958288
15299,137282.46319576283
92,291005.45119454333
8066,186376.4783745311
16071,209659.5199386662
10662,140009.45970331784
3883,230356.1093362994
5511,119795.43074536925
2821,251632.37275426844
9570,187242.87304601024
4326,258737.6329936818
9251,239671.27713139483
9031,207764.92333933097
12689,165061.32572728966
16380,260844.13217250124
1053,226555.5128296435
4568,192734.20396925975
16140,117782.62200616415
14356,415240.76382453984
8466,179562.3416682006
15652,140470.0660829171
3285,110464.96822779611
3198,165755.55652639322
14088,450930.20855033095
2268,124617.46810256824
15472,192256.36711082398
1203,208219.636520092
7157,344963.36267375766
6886,181622.45004253715
5083,240251.27664648512
7467,110560.59214127575
14068,213269.34208338548
2080,173431.08214063573
10865,157932.46419733597
13516,177990.04610267654
14150,218438.813089695
7609,101114.69830998355
2144,280477.8263953475
10357,197687.65198096278
2396,234715.83667793177
1526,355710.8523584842
10890,231142.84058343404
8638,371729.7114863173
6050,250457.43891964166
7639,104891.31418901397
10544,184228.37177374438
9577,254876.8245834297
13195,209465.11159498978
3484,221263.3017622423
16668,391352.8413384676
7171,178696.34159806024
8547,228099.3754462137
12735,209128.2622502771
9093,192593.8152323529
15323,314886.7869120056
14897,138694.12927815225
5135,131725.1820588595
5327,201164.09226573043
13133,253925.26913199437
1676,292662.829611659
16296,286151.7958208797
1095,143937.20923563343
12528,160145.51034101725
7348,280687.72211090254
11663,165842.85981965566
1803,212501.56453703114
1510,231774.8827188631
16045,207951.4338609322
2900,145731.05436303726
3236,184683.47122634482
1318,260597.43169849063
14948,222686.02587278243
7840,276451.7829297172
15325,185059.3932076063
8700,137849.6409201389
15706,192582.3111065228
14449,157814.7510314328
16117,172006.7778192011
4529,190014.29356678072
11199,195728.83407508527
4052,375755.62915790355
821,212097.63103502232
68,276340.2665109219
554,110393.7784757627
452,200494.340576137
11394,322264.40151975147
11393,187617.40472767956
9535,176212.2910113019
4024,189360.03416901588
10069,208927.43614874512
12007,153171.5946957645
12368,358392.1960887356
1259,343976.8511248394
1124,328174.18482841225
3707,185249.25080848264
8767,158445.91531920794
1919,163941.51512053786
16741,154808.10867207687
6664,291662.3249888336
5688,375395.168320155
7799,145189.72670141901
14843,373650.43920430646
7532,158301.89093315738
8133,168193.80701580885
6264,326399.0469134341
4125,163278.16521560928
2410,168620.27400277744
13607,201410.95752327162
1716,290864.65313324926
1370,132741.78067188262
2273,392043.2460215378
15298,321875.6150771533
4284,265046.1977843522
12303,144164.4836202033
7808,138465.2693431946
2203,151460.11633457075
7237,123902.92960218925
15864,149303.009231025
2844,145067.16169831937
5729,164789.1590342107
11812,332405.9116332663
1779,143411.49984305276
6442,137642.66292659173
6160,211769.05787859805
8266,196861.59903481443
9903,160900.86358033202
2867,139942.73197358943
6998,179858.36564836573
13932,181301.7392831022
12587,168804.81593762123
3611,245823.62252813927
2646,280132.9800046575
1890,159741.2864399758
860,247620.0765444074
14187,206995.3087790155
12569,258892.44313204542
1276,88550.55143636692
12025,231937.27473277226
4890,286778.2631706288
14410,264582.55226247205
10352,248175.11271651718
11407,222163.09390861026
10384,171343.9015265868
7622,248368.19331969618
12578,159464.82839973108
15820,182520.4844908114
563,191134.57908335404
15226,175975.97120798737
6396,210570.53700121882
6247,150296.25184378913
3339,145470.7342751671
10975,265266.44396238815
7475,99815.4812091901
11129,213602.57946599633
3051,271916.82175238535
10232,248486.98577895897
14106,179963.9330976404
5502,225588.8561509177
4558,72775.07982081894
4181,145767.90667796807
8426,128885.7860226654
6611,162057.78481158358
14641,138009.9444231712
15539,270916.96705278853
13119,147731.50930904088
11716,170049.53519386274
7316,246938.84357888353
7791,108688.66703979223
13034,282054.85675630637
1068,306507.70062362705
4060,160628.7244178721
10172,205945.00524621588
2591,195680.68274623796
12494,314612.1148160598
7828,261624.89555274244
15284,176895.72852706266
7947,168975.34891574108
16335,224297.3096844541
10234,328082.42429528927
2797,257127.47857109815
5341,240678.84975657117
3059,256382.00243046097
1559,66825.63419257865
15320,263558.8664545993
10284,372285.2115032947
4134,219833.11070139412
4481,239973.95155136252
7222,184583.10449309897
4062,217189.22334852998
2192,190795.10232903494
9637,181511.32181573776
16236,176702.07939545703
4272,163712.17228090495
9406,283941.9177539786
14309,234430.8815443185
1946,275614.1599441881
16235,236548.17094142013
7146,170951.6361988319
16784,229122.03980907545
349,322780.7605583861
6251,165215.47988492966
5128,406536.9175430417
11718,189234.7975755097
16721,89878.62477120738
12517,184160.8959991231
15961,189721.61983738336
9428,154790.52312231972
14541,149422.8971885554
10168,110556.19039421335
11270,156044.32422713938
13210,195095.31121201217
11518,163826.1413590803
12612,180603.63407765995
16352,114460.79679243724
9935,153265.54474201315
15521,369406.15901018167
11482,191413.48925743558
11443,161436.4212731697
9459,254117.11642376453
9218,171598.28404208747
854,135581.0770590606
5619,124837.0709569764
9208,188771.95233294915
4391,145433.9851145352
15207,159499.85855318216
7183,186598.87201904962
16442,220372.81737351482
7936,91689.1394760245
10606,306994.51227779174
4979,153629.94823837045
4854,261842.50056989043
16476,120399.9862780664
10516,173701.37914621434
16261,303860.344256272
90,261691.06764214527
5433,182909.43197591926
14338,141316.43896687942
13487,211081.36115681988
8211,499851.0498361108
170,167630.22169922056
14051,97261.60039879908
10686,198153.74850923792
7595,311161.08192626125
6777,344684.3550347556
14661,175112.6653695406
13991,314566.9535664321
16795,180214.7145975034
2740,132924.34278585354
7368,315673.7560504857
2413,235612.88439596762
1852,473892.3679970593
15200,377641.7633777398
8467,336922.9860025222
16379,272049.8280172035
3375,180700.95587596044
5945,466026.16161392204
2641,181698.5901743863
2837,290585.3811509162
3498,215967.8067347108
10876,158594.14600913416
1285,227230.2125760172
9285,239902.8381329055
4015,324832.0837248156
2526,186486.91718853434
7814,204030.54107227016
7117,290017.971803485
12359,117210.5811755852
3303,279295.69629882777
13874,167767.30461738037
5484,197436.92477004128
15067,154802.61051559204
12639,232479.48135341247
3388,213120.6627592919
4256,202909.01135572395
15738,206324.61286479386
14049,168581.62339855664
15780,177855.22401033193
9564,180602.5784574066
11910,220724.06413111038
11315,205973.18371591106
1733,154115.4502212923
3910,335492.8441437248
7552,561260.8636556598
254,196907.8425152787
5222,234416.2587473901
8314,229715.42704407786
16743,205338.29479052857
10335,103009.13245777332
8226,263439.26106015866
12254,226265.61605190832
13152,193780.80543408525
15020,206580.46223150063
16349,227445.62922132947
11924,165529.74274761867
12543,191620.98896505448
14114,222616.65326465602
12318,252987.3542718737
15383,179185.78114112187
6679,195909.33400708993
635,187391.8618421319
15993,295846.89875705173
11375,168888.37432106276
11216,180250.93985551965
15401,204902.59749265417
11301,168804.98939482073
13804,279217.74533189624
10839,206068.98445338703
1588,338031.9167384211
3596,177481.43784819887
5816,171029.68905471667
8099,147591.09295360363
6551,200108.8840528201
14075,398052.00385904184
13431,215971.25433878525
9481,323285.7692123284
5295,151103.50660533487
15859,345504.1573465375
10634,322960.35132804373
444,220414.53634534785
11686,273565.3080710124
1213,215279.47539109775
13970,139587.14640333565
6849,395283.65348592924
9911,241257.48090078504
5649,169717.9167611228
7184,138902.20656171648
5877,251966.37318518775
1655,403980.2690329137
15301,203458.99115002848
12389,230303.76420410167
5241,271942.02970546315
7048,165204.03000164064
10574,132085.39201919938
8593,154714.32203623146
4752,183027.69512168088
14663,176427.52862124008
10994,197632.570424747
87,83695.95787394306
5132,122311.62679145354
6372,353169.82975134323
7411,320036.4054898566
3319,255023.23228120594
9355,124052.80920459988
5139,272304.99759158643
56,315919.97811024537
3249,194163.5757684793
5047,82034.7734463998
13238,331126.39921496605
2190,307077.3914121252
15599,165901.85411358447
6542,166646.0667571481
1968,171765.28950476245
5630,170509.87805188622
9157,245841.16867010618
789,155680.27063929517
1413,262496.15809135156
12514,243381.37836759005
13459,145316.18214548423
1345,242622.95938215018
4034,208093.79413378143
15169,153128.6751209956
6770,254804.21851764873
3334,174853.45916569498
12998,176846.764627499
15870,237284.17426608945
1871,177338.86232109406
5770,172343.77337615567
13196,103828.8772209497
7633,209836.50657921328
10699,220719.96518103837
15470,196182.38995906909
1903,539816.241344604
13860,249344.59719616617
7649,170818.80479668907
11043,162294.9402605364
2922,219748.05107157346
7538,282351.4589032502
9477,113259.7661881653
117,390360.23860438727
1457,238738.25166193146
7082,171073.40454502113
3053,267075.01244824176
12522,109566.54081152374
5744,345835.2004457932
13566,419317.02209804615
1464,142209.22288900465
3852,114636.436415139
9557,223732.75088139751
14719,399339.2553231203
13978,124571.26998105684
3286,151260.14614603398
13019,291697.69387830386
1421,134114.43274118833
13502,179450.78885993693
14811,134175.2790171062
9297,254758.02069654258
7749,395227.33826373075
16555,137400.2684853358
14576,181551.4048258
12766,165919.32308608296
4679,153476.5714696911
10033,190069.81517813195
11231,271549.61519408505
15112,148346.4809845446
10617,194125.5551041986
2175,171325.0650208043
16502,419338.2625541306
10106,189664.4830301707
12561,147988.00467544902
15907,321686.3975247527
8069,122121.16240846786
8316,133668.35445009428
12343,252039.1986078778
12092,139155.38576196693
1527,173570.03013464937
10010,211844.73987813256
655,108873.34555640073
10549,151531.84640120607
3248,111408.16671500815
13499,312394.06600758684
14959,208069.8395608662
6070,167501.01511461442
11360,252652.56082050366
12102,203561.4739365534
11870,319640.3342014591
3713,133808.80699693368
3230,150551.17463766303
7742,231620.33168097597
15092,334482.53556205926
8728,311434.9867563227
3386,141264.2117823664
9409,149740.7810401806
16545,246596.0227199803
3127,161449.59103275614
11344,152435.36190861912
2112,230576.94916140728
7310,206045.51965761636
6313,223703.17349618656
3681,423692.4748991674
5114,258939.98437876758
270,148377.84209275816
14350,184237.23497022197
12223,348224.1584430832
1066,180411.6828015131
16116,408622.2765811555
11410,566819.4845629293
4088,144176.58100974184
5956,195913.71092612372
14669,140523.08238325638
13871,140092.73027586134
4126,248063.59661695219
12114,193692.8812795721
16607,164829.89301419043
4266,219948.85137821402
13518,189935.49637591915
11856,245056.34200773397
3885,249144.1118261286
8891,185927.546651632
4964,175189.62976558768
7696,153747.7338573299
6894,121785.7770065332
9766,205648.59175112806
4800,154139.11614078833
2840,175916.82865212415
4743,182783.23886938687
13562,498665.61064699345
8301,192877.80575509652
5405,178336.8668814352
1535,164071.4805426703
9073,129508.71672460664
1698,335680.0614209689
12262,229984.48241331172
6794,184466.11558728202
12701,194082.78025762632
8432,175503.6439544789
13540,136437.14097891393
8629,144660.77651472195
1440,180837.00273685038
8596,211019.4525324496
9575,274332.9665831279
14976,101464.64356849495
3149,224994.22278291656
5157,150086.38213615908
10748,180487.2799814623
9719,339505.27387892915
6376,192388.41820530058
9733,168497.91177740094
4749,190103.77591934885
4994,423662.5866889262
538,197895.43711082858
5512,128014.52449020406
9778,135582.48101590373
9761,149572.72396117606
3174,379468.6662519796
13429,188036.26788586273
10467,71538.39044025331
14129,173961.63741303672
13608,200006.18179793097
11106,138247.03855131808
12048,166248.7397315879
1054,347486.2273112356
3582,97734.70209934215
1566,152941.91685529094
11529,143104.442533244
11859,142133.55567541235
10582,153878.1497508323
14907,318957.82510189957
14039,151527.10911059187
10489,179054.80768251081
3331,326332.9862859084
10153,245569.3843471252
5271,173001.28084216252
11871,371375.6562178218
776,128082.15508020927
3994,125211.79054267019
9433,66346.61055447251
14275,144730.2594644301
8030,226969.22066144628
8169,256016.9908323707
8053,192864.1946424972
4822,217653.94957124957
13197,195245.0796197109
13634,254466.7408456045
8951,188128.17122409024
12176,240787.36798970756
15471,139440.89499954184
14962,163881.92148157023
12512,131003.61771019324
8697,505314.46586305735
7095,221982.62298620323
13639,191028.25536225934
16660,189719.60974334527
5848,148313.4780218325
5386,167733.00397746882
10880,274018.3054317689
3954,182121.9848950263
13426,258929.68805887163
5966,218450.6264031963
16315,282300.0976139705
7455,203426.4775116787
11071,232925.64646283805
14740,219805.15196895515
16087,239177.38560462408
8931,251259.9210132072
15289,179166.99355078154
16089,275612.15181619604
12128,184138.03627053893
4724,209522.00119072848
8585,206321.47713563696
7188,231497.77376957194
5423,152497.57581723825
10488,185084.73407633518
5980,213279.6978639962
8376,238564.49532869432
12397,139997.59373840308
16496,201752.5811615832
4891,256378.31177173994
9710,135555.5817347694
6339,169706.10097416845
244,216461.1251739884
5002,242903.38917763293
5358,167404.39386473453
7636,149915.77628015954
9361,319053.90720864554
3601,116748.46437168839
15755,148671.81478684105
172,187950.11330610543
3037,361480.77914101427
577,221857.2815270927
3607,202848.3095963597
2515,107328.56146310808
10413,144868.34050747842
10511,219075.67970993873
4637,373421.9831492074
12736,285947.6579740362
9534,236676.92741009672
11641,153369.33056036002
10419,254393.93339683543
15313,110658.86883221079
14915,203759.54133204048
12409,341646.398166495
9405,131536.97896578631
14066,196946.47608899846
14108,191988.8713884951
11931,231022.01820932812
11464,308952.0328461293
926,147001.18846759314
11190,221242.96635641015
10260,180989.7975640196
12712,196043.73404183646
1234,214193.09073921957
11608,99746.85995144525
3776,253751.11658632342
4881,195699.70522389197
10266,207047.51493625512
3262,237146.19002016998
3576,360212.9474433217
16604,494972.4315880636
8041,114034.42934890903
10691,245973.13110144399
8357,182991.78037768797
11661,148273.9675665185
4453,234440.64897187112
15936,215804.99606541393
8463,255618.6467121274
15770,224015.38035436012
466,163520.26587888403
14965,91545.19381850386
11227,171574.5993759153
9894,260783.4617322264
11746,203008.84617552676
4118,152529.47336841476
756,344848.29680477676
15589,183853.4769173952
109,343869.96802350844
5778,223688.56876727895
1731,86701.20223420624
3450,140630.3029047966
2961,182024.2008464866
222,181584.58956788026
11454,299027.26298843516
7339,187781.05926313828
12096,101342.76045736061
14074,188452.49128476187
4058,228183.58606533747
6603,254685.71929967368
3289,122584.85420170477
16681,269519.3867304421
8200,338599.59781076806
3343,287571.2753579451
7802,177871.32459096835
2082,368043.23131802573
217,260134.99512539466
1720,183624.81365570906
7224,237583.79700247117
6176,149709.98420542537
12571,252142.18519019493
16666,313763.90933503147
8908,195821.32222629953
6914,160217.14109203694
5428,207057.21625764386
381,182801.1482693826
3991,189878.1262631089
16365,218120.3874834615
1046,209017.9740947108
391,149325.00359006703
9212,338674.81538238225
3022,167221.8675382445
9961,108218.08623340735
6764,250510.26300155945
7720,177693.6417480796
4809,219296.3471880012
8877,312424.36606370023
7817,204667.30441070377
10614,112522.78841094267
5553,247636.7756582828
16488,136203.46452168957
11002,166265.07802609398
13592,248703.66890272594
15050,232537.88674690772
13553,280894.4947126495
9041,202961.10205184
5461,381020.33519959234
16274,333515.89164456795
2138,115781.30978320446
6245,166173.05836728847
8245,156080.6723437204
6491,212917.31457901266
13218,200631.50993236352
13101,100914.03309984332
10462,143641.03505887574
4079,179139.59451215045
1506,537977.7167876415
14107,131195.73137558444
12215,257275.41005785723
11576,315477.09329734655
10567,220845.03882820447
12713,211013.017152275
1468,491113.09368050675
2549,241292.17638172331
4172,230713.9843670553
12380,251884.9996844667
3513,108333.58802368492
8165,280704.9117477965
1127,221350.9956752376
14601,380335.3232140621
15526,326699.5209894153
986,335426.69423630193
14968,203694.04040814453
9348,207159.1584442032
6317,262326.26761295536
7497,95159.66608959255
5079,315012.2680111493
528,176560.13767988767
10964,143857.73003233806
5812,310548.4396122276
11022,217616.62968369236
16251,132467.83454227124
5863,113632.8931398874
8664,216470.9317308821
5396,150464.69203151797
6917,255891.27011581213
12776,125172.78436117373
473,253451.7781714675
13333,185436.2336310913
13023,204008.53339530458
7357,210676.4463347424
10955,497983.9890585836
11914,322475.02814829
12535,155253.6241318116
11205,131529.36890329127
13209,181044.7506120294
16119,327834.0350674462
2174,230530.0955935537
4834,227392.39997489142
10151,186351.93458023694
5584,188787.28637217716
6672,215751.57971760404
12858,288992.428863875
5106,186070.10337963633
8884,190698.93687054166
13766,173429.0082432523
12556,126293.09797954434
12910,218491.45470707718
6258,127378.93425345374
7100,241881.6454136698
1793,169560.10360714857
3335,189469.86807613345
12835,184122.15069627855
10591,158112.20611563927
15707,253595.31245397727
16389,162530.08972905666
7440,351372.02563966945
6293,178994.8223856561
3937,198730.88679909147
16527,195549.51965038807
5102,225201.17131375894
10734,287621.25294458267
7986,155251.68037840872
6495,123045.11047745615
9571,223462.46597846563
5131,210181.5311789133
10761,214060.06573096992
143,442751.77943852806
13829,161909.33481141803
13662,241658.6762643692
1771,151583.74661764083
5448,205174.5516597204
8594,159220.21071748203
12038,128678.65007993414
16471,149489.80478634252
16764,145900.4468660808
1282,160348.40215990343
15101,266374.0316752533
9473,139147.1451036003
2324,459278.7980321177
14448,237374.11938953004
6000,69731.05408768631
2077,135631.44764930173
12960,242236.4368449796
15837,212533.72143603905
8805,241152.76163461563
9987,230851.54489267708
1580,317763.565289898
11089,129942.00535100186
10926,227821.80001027614
12773,415290.56418826035
6490,285468.4731675572
10858,127206.15462863671
2831,120176.6775886622
16326,149731.94696121648
371,202261.20224297044
8852,187173.16731302586
6713,330924.78516231367
4230,221504.3160684266
3639,219862.7166835615
3642,204292.2735510343
5149,213347.12742833782
2861,201409.83167724774
13300,81881.57449850364
2807,329936.5565565864
5919,97196.35368792914
12716,487435.31050743134
4271,255152.46103476506
16055,271256.03287375683
3747,288385.00195672904
5857,214830.23606637993
6884,323347.4443809307
16027,266139.19679355796
3512,256801.3960176637
5181,184243.7320712941
16732,260251.10554217026
1908,179707.98412987113
12082,166367.81297633488
7286,134490.94306898618
8216,139174.73262856252
6929,319056.99797111255
3950,313810.4901513789
12479,182552.33564467408
877,134662.12333645677
1366,194281.6790677366
384,136477.63303111025
5767,200585.12012841337
6910,145206.0145937985
187,202042.9979465701
10164,260067.84539735742
8603,225944.49499761543
15834,218308.6481933709
3078,135768.8605129656
3479,260389.34490362345
6671,227774.5631923537
6078,164831.92240152616
16271,159689.8865968086
16191,167078.40647164994
11544,200428.6906678441
7781,186318.88368271553
14918,237162.56390306496
6238,167754.88846823564
12989,214510.49166985397
11907,191521.72312715405
9696,155851.35214609365
14084,263699.6193057633
3895,153704.602655413
4367,201141.47071380212
8453,66300.39360143944
7638,345214.7310366353
8373,232504.48404559787
4674,190306.86872005393
15787,139057.94138912513
5903,253554.88783611552
13679,207042.329467694
9018,274620.9439253748
15823,244854.00534100315
13289,154238.69479169018
9896,216285.4550992424
14436,179244.74089826446
5547,252784.72639919654
4048,247277.11921005754
16579,210405.9067440445
8550,191887.82856231937
9385,271228.30156502285
5242,150027.49182801455
31,201216.191969923
6144,247090.472197638
3990,180356.4385271037
2523,86674.06983159283
12608,254579.16532562257
7234,165444.80896140932
15264,211689.46272367268
9623,177749.1392760716
3161,342652.9874352778
7425,102225.9882059955
13021,279699.0894720119
4044,154809.36173362826
15411,233535.78528121355
979,302938.7606445456
5514,232274.117838954
4817,166549.97569839287
2115,181843.04437949802
10571,254600.49476506357
8992,218899.7589857975
15546,181220.2141827194
11359,136352.73510348995
11972,182041.23834455787
12838,161007.91154505123
5948,136113.54835032183
422,313529.89107588376
4855,142645.27529192035
16197,112916.01503425378
8926,430997.92042211525
5703,189774.05686295315
8848,193778.97926517657
7039,316929.65829439735
3806,165221.17388317623
15154,244421.25243042837
13132,176319.91042294796
7438,210450.2549331332
4398,245482.34501771524
2440,192629.95226877023
3751,160509.96640396604
1476,188343.49570341982
2264,252920.23183420888
16444,163962.49557402945
10704,154441.22935261458
4033,150416.21914520836
4508,117815.85576306254
16290,240146.80038661323
10387,214910.6673418434
5457,149735.31083174373
4910,274656.86971212656
7451,223731.32130684465
10732,168301.30725655417
8015,156694.40634411664
6148,186362.69907220252
5892,235462.99324834914
7825,236723.74374294878
6851,267525.6317815503
6633,223608.69841819175
2139,265274.3849621871
10213,276937.2785042268
2830,219905.90288682363
13907,142816.5783446238
15897,342839.1895029055
8311,178176.37532971692
14230,194854.74344801938
3878,210192.29585652318
13732,179802.03876468993
12110,177772.67978486547
10675,301476.7643757699
12946,128345.00879651381
16754,208003.6717934172
4394,257730.8968413999
16728,168099.92260517855
14378,311940.93630041444
9949,166743.16333964205
994,193729.33376654852
13258,147694.41626161252
5883,325390.6047203059
6933,308409.1836705371
13193,218892.13039990395
13286,163487.23688850933
13407,359088.20716214745
7512,117800.28847325877
7221,191585.17576539703
14428,135980.64820826083
1740,198889.61991934563
3,129709.54408679665
12952,184717.56178547227
11537,139664.58698155082
2558,125548.05870004796
14081,250775.7419523933
3517,224468.54586595914
7149,226341.09581962822
15777,118278.57536193091
8995,247176.83855631965
826,286713.2058726737
509,255199.62534117204
14875,290122.074510779
6591,168546.97053013064
11283,110666.64661216206
9897,248489.70926077213
14902,190525.71413481445
14291,222754.32247509566
3162,216341.09232699795
4206,190178.61425723805
11580,196427.1411999533
2007,202441.4141460802
14939,271768.18436499615
13572,202417.66396084268
10720,169123.51003228326
